;汉字	;希顶	备注	汉希提示	希汉提示
瘭	biLt			
𬸦	ncia			
羱	gyu2			
糒	hbe			
燋	xjuL			
熻	5iex			
燊	3hoc			
燚	4ho			
燏	tiYx			
濩	hoE			
濋	EBi6			
澪	E6li8			
澽	5iVE			
澴	fi2E			
澭	y3E			
澼	Epa			
憷	YBi6			
憺	YHu2			
懔	Yl8			
黉	xueh			
嬛	fi2A			
鹨	vLn			
翯	hLn			
𫄷	a5L			
璱	33b6			
璱	33b63	旧拼写	-	-
𤩽	352			
璬	juL3			
璮	ci23			
髽	jzuo			
擿	8ruYz			
薿	yNE			
薸	EypiL			
薸	yEpiL	旧拼写	-	-
檑	clV			
櫆	ccVf			
檞	cxe			
醨	4viV			
繄	uNiV			
繄	aNiV	旧拼写	-	-
磹	s72			
磻	sp2			
瞫	T72			
瞵	v8T			
蹐	D4T			
蹐	DNT	旧拼写	-	-
蟏	kxuLy			
㘎	fiYo			
𬭳	N5o			
镤	piAN			
𬭶	NhE			
𫔍	Nfi2			
镥	voN			
镨	NpA			
𬭸	v8N			
𨱔	Nzu8			
𬭼	NsV			
𫔎	tiYN			
矰	H37H			
穙	piAh			
穜	7iTh			
穟	hsV			
簕	2ve			
簃	5T2			
簏	2vio			
儦	4uLV			
魋	suVt			
斶	7kiA			-
艚	qDL			
𬸪	np2			
谿	w5i6			
谿	h5i6	旧拼写	-	-
䲠	BDu8			
𬶟	Bla			
𬶟	nuaB	旧拼写	-	-
鲾	4iTB			
𬶠	juVB			
鲿	DTB			
鳁	w8B			
鳂	BwL			
鳈	Bquo			
鳉	BjT			
獯	5i8v			
䗪	zuek			
馘	rhio			
馘	4hio	旧拼写	-	-
襕	l2u			
襚	usV			
𬶨	BgY			
螱	wLk			
甓	7bi6			
嬬	rAA			
嬥	Ad1			
𦈡	rAa			
𫄸	5i8a			
瓀	rA3			
瓀	arA3	旧拼写	-	-
釐	lEr			
鬶	kV7			
鬶	kVq	旧拼写	-	-
爇	yrex			
鞳	dax			
鞮	ti6x			
𬟁	yBen			
𬟁	Beny	旧拼写	-	-
藟	yliV			
藦	ymoj			
藨	4uLy			
鹲	nm3			
檫	cDa			
黡	yuab			
礞	sm3			
礌	slV			
礌	sl1	旧拼写	-	-
𥖨	zuLs			
蹢	ruYD			
蹜	DkiV			
蟫	k72			
䗴	2kti8			
嚚	ci8o			
髃	j7ia			
镮	fi2N			
镱	N5L			
酂	z21			
馧	vi3h			
簠	2pA4			
簝	liL2			
簰	2pY			
鼫	sEv			
鼩	Fov			
皦	juLb			
臑	noe			
臑	nuoe	旧拼写	-	-
䲢	t8B			
鳑	BpT			
鳒	BjY			
鹱	hon			
鹯	ci2n			
癗	tlV			
𦒍	nti3			
旞	fsVH			
翷	v8n			
冁	D2p			
冁	Hu24	旧拼写	-	-
䎖	H3n			
瀔	EgAh			
瀍	r2E			
瀌	4uLE			
襜	uHu2			
䴙	npa			
𬙊	m6a			
嚭	YpE			
嚭	xpEo	旧拼写	-	-
㰀	cvL			
鬷	7rx3			
鬷	qrx3	旧拼写	-	-
鬷	raq	旧拼写	-	-
醭	piA4			
蹯	Dp2			
蠋	kkiA			
翾	fi2n			
鳘	Bhu2			
儳	Du2V			
儴	rTV	ráng		
儴	kiTV	xiāng 用于“儴佯”	~佯	
鼗	7zuL			
𬶭	NoB			
𩾌	BkiT			
鳚	wLB			
鳛	5iaB			
麑	nEvH			
麖	vNi3H			
麖	vNi3	旧拼写	-	-
蠃	y8k			
彟	hox			
嬿	yuYA			
鬒	jHu8			
蘘	rTy			
欂	cbioy			
醵	5iV4			
颥	rAr			
甗	752			
甗	7wa	旧拼写	-	-
𨟠	Nie1			
巇	wkE			
酅	15iem			
髎	vLj			
犨	suVg			
𬶮	B5o			
𨭉	Nrwi8			
㸌	xhio			
爔	5ax			
瀱	EyuVl			
瀹	4ueE			
瀼	rTE			
瀵	EfiY			
瀵	Ef8h	旧拼写	-	-
瀵	ENiVh	旧拼写	-	-
襫	u4uTs			
孅	xuYA			
孅	Ak1	旧拼写	-	-
骦	gsuT			
𬙋	rTa			
耰	7n6			
耰	7y6	旧拼写	-	-
𤫉	4uY3			
瓖	kiT3			
鬘	jm2			
趯	Dd1			
𬺓	jBi6			
罍	7liV			
鼱	vq8H			
鳠	hoB			
鳡	Bf6			
鳣	ci2B			
爟	B2x			
爚	4uex			
灈	NieE			
韂	xHu2			
糵	hnue			
蘼	mEy			
礵	ssuT			
鹴	nsuT			
躔	r2D			
皭	bNie			
龢	7fie			
龢	4fie	旧拼写	-	-
鳤	BBi2			
亹	5i3f			
籥	4ue2			
鼷	v5i6			
𫚭	lieB			
𫚭	liaB	旧拼写	-	-
玃	Niev			
醾	4mEh			
齇	ThiL			
齇	jhiL	旧拼写	-	-
觿	75iem			
蠼	Niek			
㐌	toH			
㐫	nLH			
㐬	li6H			
㐬	cLH	旧拼写	-	-
㐱	z8H			
㑚	Vna			
㔾	feH			
㕣	yuVH			
㚒	hu2H			
㝵	FeH			
㡭	F2H			
㣣	hu2V			
㪎	hu2r			
㳠	Edia			
㷂	k1xH			
㷂	k1x	旧拼写	-	-
㹂	k1g			
䁂	k1T			
䌷	ki6a			
䍃	yLH			
䙡	ciVu			
䜌	v2H			
䜩	yuYi			
䞍	xq8			
䥇	Ncie			-
䥺	Nya			
䦂	Ncie			
䦅	Nci2			
䦆	NieN			
䦶	mH8			
䲡	qu6B			
䵖	k1h			
丌	huE			
並	4u3H			
丨	41			
丨	1H	旧拼写	-	-
丩	7i6H			
丶	diVH			
丼	pN8			
乇	DuaH			
乚	zaH			
乧	ld6			
乫	lja			
乭	sEl			
乭	sEz	旧拼写	-	-
乮	lmiT			
乶	hiAl			
乶	hiAz	旧拼写	-	-
乷	sal			
乷	saz	旧拼写	-	-
乻	l7iL			
乻	z7iL	旧拼写	-	-
亃	v8l			
亙	gi8H			-
亯	B3H			-
亻	H4V			
亻	4VH	旧拼写	-	-
亻	VH	旧拼写	-	-
仛	DuaV			
仜	h3V			
仠	hi2V			
仠	Vgi2			
仮	Vf2			
仯	DuLV			
仸	yuLV			
仹	h6V			
仼	VwT			
伂	pVV			
伃	V7L			
伅	Fi8V			
伒	Vj3			
伕	V4ia			
伝	Vyu8			
伡	VDue			
伬	DEV			
伹	qeV			
佂	Vz8			
佄	Vg2			
佈	Vb3			
佋	sLV	shào		
佋	VzL	zhāo		
佌	VHV			
佔	Vz2			-
佡	xuow			
佢	V5V			
佦	sEV			
佧	kaV			
佨	VbLH			
佪	VfiV			
佫	Vgie			
佭	VjuT			
佮	gieV			
佲	mi8V			
併	Vbi3			
佷	h8V			
佷	h8VH	旧拼写	-	-
佹	BVV			
侀	Vx8l			
侅	gYV			
侇	yEV			
侊	VBT			
侐	VnV			
侒	VNi2			
侕	VnuY			
侚	Vxu8			
侜	Vzu6			
侞	VrA			
侟	V4u8			
侭	VN3			
侰	Vju8			
侱	VB8			
侲	H8V			
侳	Vzuo			
侷	jAV			
侸	Vdi6			
侼	Vbo			
侽	Vl2			
侾	VxuL			
俀	Vtio			
係	Vlia			
俇	cTV			
俈	kiAV			
俉	Vwi6			
俌	hiAV			
俛	Vmi2			
俤	VdV			
俧	Hu6V			
俲	VxLl			
俷	VfE			
俹	Vyua			
俻	Vbe			
俼	V7iT			
俿	VhiL			
倁	VHa			
倂	Vbi3			-
倃	V4u6			
倅	DuVV	cuì		
倅	VzuV	zú		
倇	Vwi2			
個	Vga			-
倎	7eV			
倐	y6x			
倖	x3V			
倗	Vp3			
倠	suVV			
倣	VrfT			
倯	s3V			
倱	fi8V			
倲	Vd3			
倳	nYV			
倳	VdiYo	旧拼写	-	-
倸	VDuY			
偀	Vnu3			
偅	Vzu3			
偆	VDu8			
偊	kTV			
偍	ti6V			
偑	Vf3			
偒	tiTV			
偔	V4o			
偙	VdE			
偛	ruaV			
偝	VebiV			
偝	VbiV	旧拼写	-	-
偟	VfiT			
偠	VyL			
偣	Ni2V			
偦	xAV			
偧	4uaV			
偨	VHVc			
偩	VfA			
偮	NioV			
偳	Fi2V			
偹	abe			
偺	H2V			
傁	Vs6			
傂	g1V			
傄	caT			
傊	ki3V			
傋	g6V			
傏	VtiT			
傐	hLV			
傑	V5i2			
傓	Vcie			
傔	VjY			
傖	VDuT			-
傗	VBo			
傚	xLV			
傛	Vr3			
傜	yLV			
傜	yLVH	旧拼写	-	-
傝	taV			
傢	Vjua			
傤	zYV			
傦	VgiA			
傪	VD2			
傫	VuliV			
傫	ValiV	旧拼写	-	-
傭	yu3V			
傮	zLV	zāo		
傮	VDL	cáo		
傰	b3V			
傶	NLV			
傹	Vj8			
傼	fEV			
傽	zTV			
傿	yYV			
僀	VdiY			
僄	biLV	biāo		
僄	VpiL	piào		
僅	Ni3V			-
僆	Vli2			
僈	Vm2			
僐	Vci2			
僕	piAV			-
僗	lLV			
僘	VBTr			
僜	Vd8			
僝	VBie			
僞	VwEH			
僠	Vp2			
僣	Vtia			
僨	f8V			
僩	x2V			
僫	4oV			
僱	giaV			
僾	4YV			
僿	sYV			
億	V5L			
億	V5E	旧拼写	-	-
儅	VdT			
儊	VBi6			
儌	juLV			
儌	juLVH	旧拼写	-	-
儏	gEV			
儓	VtYH			
儓	VHtY	旧拼写	-	-
儖	vi2V			
儗	VNE			
儙	Vque			
儚	mi3V			
儛	Vw6			
儠	lieV	liè		
儠	liaV	là		
儢	Vvia			
儤	VpL			
優	Vn6			-
儫	VhL			
儬	N8V			
儭	VFi8			
儯	t8V			
儸	Vlo			
儹	z2V			
儾	VnT			
兇	Vx3			
兊	Vv3			
兒	nEH			
兤	fT5			
冂	Hm8			
冂	mH	旧拼写	-	-
冇	HmL			
冇	mLy	旧拼写	-	-
冋	ju3H			
冎	BiaH			
冓	g6H			
冘	4u8H			
冞	fmE			
冧	li8f			
冩	xo			-
冩	fxo	旧拼写	-	-
冪	fmAp			-
冪	mEp	旧拼写	-	-
冭	dtiY			
冴	Eya			
冹	fAE			
凅	EgaH			
凎	7i8EH			
凐	Ey8H			
凐	Ey8E	旧拼写	-	-
凖	43E			-
凖	FVx	旧拼写	-	-
凗	EDuVH			
凗	EDuVE	旧拼写	-	-
凢	f2d			
凮	bf3			
凵	ki2H			
刅	vTH			
刌	Du8l			
刜	l4iL			
刟	ldiL			
刡	lmi8			
刦	HlFiV			
刧	lFiVH			
刯	gi8l			
剉	Dol			
剒	Duol			
剚	nYl			
剚	ldiYo	旧拼写	-	-
剝	llA			-
剢	zuol			
剨	lh1			
剫	ldA			
剬	Fi2l			
剺	lEl			
剾	k6l			
劃	fal			-
劆	lvi2			
劇	5iVl			-
劋	kiLl			
劏	tTl			
劕	lHE			
劖	Du2l			
劘	mol			
劦	xY			
劵	lju2			
効	xLl			
劻	lcT			
劽	llie			
勀	lkeH			
勂	lgiL			
勆	lTl			
勈	lyu3H			
勌	lju2H			
勏	kial			
勏	lial	旧拼写	-	-
勑	llY			
勓	kiYl			
勜	lw3			
勡	lpiLH			
勥	lqT			
勦	DLlH			
勨	lxuT			
勫	lfi2			
勭	lti3			
勮	5iVlH			
勲	x5i8l			
勲	5i8lx	旧拼写	-	-
勳	5i8l			
勴	lvia			
勶	Del			
勷	rTl	ráng		
勷	kiTl	xiāng		
勸	qu2l			-
勹	kLl			
勼	lju6			
匊	NAH			
匋	tLH			
匌	giem			
匘	nLt			
匚	fTH			
匞	juTm			
匞	juTc	旧拼写	-	-
匟	mkT			-
匟	ckT	旧拼写	-	-
匢	hAm			-
匢	hAc	旧拼写	-	-
匥	ciYm			
匥	ciYc	旧拼写	-	-
匧	mqa			
匫	mhAb			
匰	d2m			
匳	li2m			
匴	msu2			
匵	dAm			
匷	Niem			
匽	yom			
卂	78H			
卐	xw2			
卩	joH			
卹	1nV			
卾	14oH			
卾	14e	旧拼写	-	-
卾	14eH	旧拼写	-	-
厈	hi25			
厊	5ya			
厏	5za			
厓	yaH			
厙	5Due			-
厞	5fV			
厪	Ni35H			
厫	4iL5H			
厰	5BTr			
厴	yuaj			
厶	t1H			
厷	h3			
叄	pk2			
叅	Fk2			
叡	hueT			-
叡	hue2	旧拼写	-	-
叿	h3o			
吂	mTo			
吇	oHL			
吋	Du8o			
吙	oho			
吚	5Lo			
吤	oje			
吥	obA			
吪	4ieo	é		
吪	ofia	huā		
呁	58o			
呎	DEo			
呞	oHo			
呡	omi8			
呥	or2			
呧	odiT			
呩	HuTo			
呪	HAo			-
呪	oxu3	旧拼写	-	-
呫	tieo			
呮	ozE			
呯	opi8H			
呰	HuLoH	zǐ		
呰	oHVH	cí		
呴	Foo	xǔ		
呴	ogi6	hǒu		
呺	orL			
呾	diao	dá		
呾	od2	yà		
呿	oqA			
咁	og2			
咅	piVH			
咈	o4iL			
咊	ofieH			
咓	owa			
咗	oro			
咘	ob3			
咜	tioo			
咠	NioH			
咢	4o			
咭	oNo			
咰	oxu8			
咵	oca			
咷	7Lo			
咹	oNi2			
咾	olL			
哅	olx3			
哊	yu6o			
哘	5eo			
哜	jEo			
哤	miTo			
哫	oB6			
哴	lTo			
哾	yueo			
唂	yAo			
唂	gAoH	旧拼写	-	-
唅	ohi2			
唊	oqa			
唋	tAo			
唓	oDue			
唗	Fi6o			
唙	d1o			
唞	o8d6			
唡	oviT			
唦	sao			
唨	ocia1			
唫	7i8oH			
唶	Neo			
唸	onu2			
唹	o7iL			
唺	7eo			
唻	olY			
唽	o5io			
啅	ozo			
啇	FEH			
啋	oDuY			
啑	juoo			
啓	oqua			
啗	quao			
啙	ooHV			
啝	oofie			
啞	oyua			-
啟	rqua			
啣	oxV			
啨	oq8			
啩	oBia			
啯	ogo			
啳	quoo			
啹	ojA			
啺	tiTo			
啽	o4i2			
喌	oz6			
喒	H2o			-
喓	oyL			
喕	mi2o			
喖	fioc			
喗	yu8o			
喛	yu2o			
喣	xFoo			
喨	viTo			
喫	Heo			-
喯	b8o			
喺	olia			
喼	onuo			
喿	zuLH			
嗀	gAo			
嗂	yLo			
嗈	w3o			
嗕	orua			
嗗	ogiA			
嗙	bTo	bàng/bēng		
嗙	opTH	pǎng		
嗰	oVga			
嗴	oquT			
嗸	4iLoH			
嗹	oli2			
嗻	zueo			
嗼	omo			
嘄	oFL			
嘅	ogY			
嘇	oD2			
嘑	hi6o			
嘒	fiVo			
嘠	gVoH			
嘢	oruY			
嘫	oru2			
嘾	o72			
噁	4oo			-
噃	ofi2			
噈	j6o			
噊	tiYo			
噏	5ioo			
噚	o5i8			
噡	oHu2			
噭	juLo			
噰	y3o			
噵	dLo			
噸	oFi8r			
噹	odT			
噽	YpE			-
噽	xpE	旧拼写	-	-
噿	ozuV			
嚁	od1			
嚈	yuao			
嚍	oN3			
嚐	DTo			
嚑	5i8o			
嚖	ofiVF			
嚗	opL			
嚘	on6			
嚟	ovL			
嚠	ov6			
嚢	DnT			
嚴	o5yuY			
嚵	Du2o			
嚸	diVo			
嚾	fi6o			
囄	oviV			
囅	D2p			-
囅	D2z	旧拼写	-	-
囋	z2o			
囌	oyco			
囍	z5o			
囎	H3o			
囒	l2o			
囗	Hgo			
囗	goH	旧拼写	-	-
囘	efiV			
囝	mHL			
囥	mkTH			
囧	ju3b			
囩	myu8			
囬	hfiV			
囮	4iem			
囻	mmi8			
囼	mtY			
圁	m7iYH			
園	mtiV			-
圖	mb1			-
團	mzu2			-
圡	dtA			
圴	kod			
圸	ds2			
圼	neH			
坁	H6d			
坆	med			
坈	r3d			
坓	dN8			
坢	dbiT			
坮	dtY			
坵	q6d			
坶	dmA			
坸	dgi6			
坹	dxuY			
垀	dhiL			
垅	dl3H			
垇	4Ld			
垉	pLd			
垐	dHuV			
垔	y2H			
垗	dzuL			
垘	d46			
垝	BiVd			
垪	dbi3			
垬	hi3d			
垰	kad			
垳	5ed			
垳	dhT	旧拼写	-	-
垹	dbT			
埁	4i3d			
埄	fi3d			
埅	dfT1			
埈	ju8d			
埍	ju2d			
埑	dzue			
埛	dju3V			
埦	dwi2			
埨	dv8			-
埬	dd3			
埮	t2d			
埰	dDuY			
埲	dfi3			
埳	quad			
埶	reH			
埿	EdnE			
埿	dEnE	旧拼写	-	-
堀	djuo			
堁	kied			
堈	dgT			
堏	dcfT			
堏	cdfT	旧拼写	-	-
堓	42d			
堗	tiAd			
堢	bLdH			
堥	wi6d			
堥	dmiY			
堥	drmiY	旧拼写	-	-
堦	xuVd			
堩	dgi8Y			
堩	df6Y	旧拼写	-	-
堮	d4o			
堳	dmiV			
塀	dpi8p			
塏	kYd			-
塐	dci6			
塕	dw3			
塖	dc3			
塗	dtAE			
塚	dzuof			
塛	dviL			
塟	yliYd			
塦	dDue			
塨	dFgi3			
塮	xod			
塯	dli6			
塰	hiYd			
塲	suTd			
塴	db3w			
塷	lAd			
塻	dmo			
塼	dzu2			
塽	4uTd			
塿	dl6			-
墂	biLd			
墄	NLd			
墆	ddiY			
墇	zTd			
墎	giod			
墔	dDuV			
墫	dzu8			
墮	sVd			
墯	dFioY			
墯	FioYd	旧拼写	-	-
墰	d72			
墱	dd8			
墲	dw6			
墳	f8d			
墴	hiTd			
墸	zAd			
墺	d4L			
墽	juLd			
墾	dk8v			
壂	dFie			
壃	jTd			
壆	xued			
壉	5iVd			
壔	FiLd			
壘	dliV			-
壥	r2d			
壩	biad			-
壻	xAd			
夂	di3H			
夃	Hu3H			
夅	juT			
夆	fi3H			
夋	ju8H			
夌	vi8H			
夎	Dor			
夗	tVH			
夠	egi6			-
夠	xgi6	旧拼写	-	-
夢	ymi3b			
夣	mi3z			
奃	fdiT			
奌	diVf			
奝	diLf			
奟	b3f			
奤	rda			
奤	4da	旧拼写	-	-
奧	4L			-
奧	h4L	旧拼写	-	-
奵	Adi8			
奼	DuaA			
妅	h3A			
妉	FiYA			
妌	AN8			
妎	Aje			
妏	Awi8			
妑	paA			
妔	hTA			
妕	Az3			
妚	ApE	pēi/pī		
妚	Apia	fǒu		
妠	naA			
妢	Af8			
妦	h6A			
妱	AzL			
妶	xu2A			
妷	5YA			
妸	Akie			
妺	Amio			
妽	As8			
姀	Afie			
姁	FoA			
姂	Ahia			
姃	Az8			
姄	Ami8			
姅	AbiT			
姌	Ar2			
姎	AyT			
姖	A5V			
姙	AVru8			
姛	d3A			
姟	gYA			
姠	ApiT			
姪	AHY			
姯	ABT			
姰	Axu8			
姳	mi8A			
姴	Alie			
姵	ApV			
姷	yu6A			
姺	Ax2			
姾	Aqu2			
娋	suLA			
娍	AD8			
娏	miTA			
娔	Ake			
娗	Ati8			
娚	Al2			
娚	A4l2	旧拼写	-	-
娚	Aj2	旧拼写	-	-
娡	Hu6A			
娤	AzuTd			
娪	7VA			
娻	Ad3			
娽	AlA			
婂	Ame			
婃	Bi3A			
婄	piVA	pǒu/péi		
婄	kiaA	bù		
婅	NAA			
婇	ADuY			
婈	vi8A			
婔	AfV			
婖	Ati2			
婗	nEA			
婙	Ni8A			
婛	ANi3			
婜	k1A			
婡	AlY			
婥	huoA			
婬	A43			
婰	AFi2			
婲	Afia			
婸	yTA			
婹	AyL			
媇	AFi8			
媋	ADu8			
媌	AmiL			
媍	AfA			
媏	Fi2A			
媔	mi2A			
媗	Axu2			
媝	Aqu6			
媠	FioA			
媢	mLA			
媤	Anua			
媥	Api2			
媦	Awie			
媩	AfiA			
媬	bLA			
媯	AwE			-
媴	AtiV			
媷	Arua			
媹	Ali6			
媻	peA			
媿	cVA			
嫀	AFi3			
嫃	AHu8			
嫆	Ar3			
嫇	m8A			
嫊	Aci6			
嫍	AtL			
嫎	ApT			
嫏	AlT			
嫑	byL			
嫓	pi6A			-
嫓	pi6AH	旧拼写	-	-
嫙	AxuV			
嫝	AkiT			
嫞	yu3A			
嫤	Ni3A			
嫥	Azu2			
嫧	Aze			
嫨	fEA			
嫬	zueA			
嫯	4iLA			
嫲	Amia			
嫳	pieA			
嫶	quLA			
嫼	m6A			
嬁	Ad8			
嬅	Afa			
嬆	5ioA			
嬈	ruLA			-
嬏	Afi2			
嬚	Avi2			
嬝	AnuL			
嬞	di3A			
嬣	An8			
嬦	AD6			
嬧	AN3			
嬨	HVA			
嬲	ll2			
嬵	Aame			
嬶	bi6A			
嬻	dAA			
嬼	Av6			
孁	Avi8			
孄	l2A			
孆	AHu3			
孉	qu2A	quán		
孉	fi6A	huān		
孋	AviY			
孠	VHoH			
孡	VtY			
孧	V76			
孮	Bi3V			
孯	k1V			
孷	lEV			
宂	r3f			
宆	llq3			
宑	fN8			
宔	fka			
宖	fhi3			
宨	tiLfH			
宯	fxuL			
宱	fza			
寀	fDuY			
寑	fq8V			
寔	fsE			
寖	fq8E			
寘	7ief			
寠	fl6H			
寫	xxo			
寭	ffe			
寽	hi6H			
対	dVd			
尀	fpo			
尃	bAf	fū		
尃	4EH	bù		
尅	fke			
導	fdLz			
導	dLzf	旧拼写	-	-
尞	liLH			
尡	fi8b			
尦	tsuL			-
尦	hsuL	旧拼写	-	-
尳	tgiA			
尳	hgiA	旧拼写	-	-
屄	pxuY			
屇	ptie			
屌	pFiL			
屍	pHue			
屒	H8pH			
屒	H8t	旧拼写	-	-
屚	l6H			
屝	pfVH			
屪	liLp			
屬	pkiA			-
屮	Hya			
屮	yH	旧拼写	-	-
屰	ci6H			
屽	hi2w	hàn		
屽	42wH	àn		
岄	wyue			
岅	b2w			
岆	yuLwH			
岇	4Tw			
岎	wf8			
岓	N6w			
岝	zowH			
岤	wxuY			
岥	piow			
岧	7iLw			
岪	w4iL			
岮	tiow			
岰	w76H			
岶	pow			
岹	7iLwH			
岺	wli8H			
岻	wdiT			
岾	pz2			
峅	ciYw			
峈	low			
峌	dew			
峐	gYw			
峐	gAw	旧拼写	-	-
峑	wqu2			
峖	wNi2			
峝	d3w			-
峟	yu6w			
峢	wlieH			
峩	4iowH			
峬	bAw			
峯	fi3w			-
峯	fi3wH	旧拼写	-	-
峸	wD8			
峹	tAw			
峺	wgi8			
峼	wgiL			
崅	quew			
崈	Bi3wH			
崉	wta			
崐	wc8H			
崑	wc8			
崓	wgaH			
崙	wv8			
崥	b6w	bǐ		
崥	pTw	pí		
崪	wzuV			
崰	HuYw			
崱	wDe			
崲	wfiT			
崳	w7oH			
崵	yTw			
崷	qu6w			
崼	dEw			
嵀	wka			
嵂	view			
嵉	wt8			
嵍	wmiY			
嵍	wi6w			
嵍	wrmiY	旧拼写	-	-
嵒	whu8			
嵔	wwL			
嵙	wce			
嵜	wNi6H			
嵞	wtAw			
嵞	tAww	旧拼写	-	-
嵟	wDuV			
嵡	ww3			
嵢	wDuT			
嵣	wtiT			
嵦	kYw			
嵧	wli6			
嵭	bTw			
嵵	How			
嵶	wruo			
嵹	wqT			
嵺	vLw			
嵻	wkiT			
嵽	wdiY			-
嵾	wD2			
嶆	wDL			
嶋	FL			-
嶋	wFL	旧拼写	-	-
嶑	wxuT			
嶚	liLwH			
嶛	liLw			
嶞	Fiow			
嶫	wp6			
嶱	wg1			
嶴	w4L			
嶶	wiLw			
嶹	FiLw			
嶺	wrli8			
嶿	rAw			
巃	wl3			
巈	NAw			
巈	wNA	旧拼写	-	-
巏	qu2w			
巒	v2w			-
巖	w5yuY			
巙	cEw			
巛	3giV			
巠	F3H			
巤	liaH			
巶	ezL			
巶	szL	旧拼写	-	-
巿	huVH			
帄	pdi8			
帉	pf8			
帊	pap			
帋	H6p			
帎	FiYp			
帒	pdY			
帓	pmio			
帗	fAp			
帢	qap			
帤	prA			
帪	H8p			
帬	qu8p			
帹	pqY			
帺	Nap			
帾	F6p			
帾	zApH	旧拼写	-	-
帿	phi6			
幇	f3p			
幈	ppi8p			
幋	pep			
幍	ptLH			
幏	pjua			
幐	t8p			
幙	mAp			-
幙	pmo	旧拼写	-	-
幚	pbT			-
幣	biTp			-
幥	psTj			
幥	pruT	旧拼写	-	-
幨	Biep			
幩	f8p			
幭	miep			
幮	pDA5			
幮	DAp	旧拼写	-	-
幹	hYc	与榦合并		-
幹	7gi2	旧拼写	-	-
庀	p65			
庅	5m1			
庉	578	tún		
庉	Fi85	dùn		
庘	4ia5			
庛	5HV			
庝	5di3			
庣	tiL5			
庫	kA			-
庬	miT5			-
庰	5bi3			
庰	pi85			
庲	5lY			
庴	Duo5			-
庴	Duof	旧拼写	-	-
庿	5miL			-
廂	5xT			-
廇	5li6			
廈	5xua			-
廈	fxua	旧拼写	-	-
廍	kia5			
廗	5diY			
廘	5vio			
廝	5nuT			-
廝	5nuTH	旧拼写	-	-
廥	5cY			
廦	5bi6			
廧	quT5	qiáng		
廧	sue5	sè		
廭	NE5			
廯	5xuo			
廰	ti85			-
廱	w35			
廸	FiVzH			
廹	piYzH			
廻	HzfiV			
廻	zfiV	旧拼写	-	-
廾	Hgi3			
弅	tf8			
弉	zuTt			
弌	7NV			
弎	7k2			-
弎	lk2	旧拼写	-	-
弤	ldiT			
弪	Hj8l			
弫	ci8l			
弮	quolH			
弮	quol	旧拼写	-	-
彁	lge			
彄	k6lH			-
彆	biel			
彇	xuLl			
彊	jTl			
彏	Niel			
彐	Hxue			
彐	vxue	旧拼写	-	-
彡	ak2			
彫	diLa			
彯	apiLH			
彶	zNa			
彶	VVNa	旧拼写	-	-
彺	zwTH			
彺	VVwT	旧拼写	-	-
後	zh6H			
後	Vh6	旧拼写	-	-
徎	zB8H			
徎	VVB8	旧拼写	-	-
徏	z4uo			
徏	V4uo	旧拼写	-	-
徖	Bi3z			
徖	Bi3VV	旧拼写	-	-
徝	zH6			
徝	VVH6	旧拼写	-	-
從	zD3			
從	VD3	旧拼写	-	-
徥	ti6z			
徥	ti6VV	旧拼写	-	-
徦	xazH			
徦	xaV	旧拼写	-	-
徧	zbi2H			
徧	Vbi2	旧拼写	-	-
復	zkiY			
復	VkiY	旧拼写	-	-
徬	zpT			
徬	VpT	旧拼写	-	-
徱	zpiL			
徱	VVpiL	旧拼写	-	-
徲	z56H			
徲	V56	旧拼写	-	-
徹	Dez			-
徹	DezH	旧拼写	-	-
徹	DeVH	旧拼写	-	-
忀	kiTz			
忀	kiTVV	旧拼写	-	-
忂	qAz			
忂	qAV	旧拼写	-	-
忊	Ydi8			
忋	YgiY			
忓	hi2Y	hàn		
忓	Ygi2	gān		
忔	Yhu6			
忛	f2Y			
忲	YtiY			
忷	Yx3			
忼	YkT			
忼	hTY	旧拼写	-	-
怇	Y5V			
怑	YbiT			
怗	tieY			
怘	FgA			
怚	qeY	qū		
怚	NiAY	jù		
怚	ciaY	旧拼写	-	-
怞	ki6Y	chóu		
怞	Yyu6	yóu		
怢	di2Y			
怭	Yb6			
怮	Y76			
怰	xu2Y			
怱	FDu3			-
怲	bi8Y			
怺	Yvi3			
恅	YlL			
恆	Yfo			
恇	YcT			
恈	Ym6			
恉	YHuL			
恌	tiLY			
恎	deY			
恗	Yca			
恛	YfiV			
恟	Ylx3			
恡	YlioH			
恮	Yqu2			
恾	YmTy			
悀	Yyu3			
悁	ju2Y			
悊	Fzue			
悋	Ylio			
悎	hiLY			
悏	Yqa			
悐	d1F			
悑	bAY			
悕	xEY			
悙	Yh8			
悤	FDu3H			
悹	FBi2			
悺	YBi2			
悾	Yk3			
惀	Yv8			
惂	quaY			
惃	Bi8Y			
惈	Ygio			
惐	7aY			
惓	quoY	quán		
惓	Yju2	juàn		
惖	tEF			
惗	Ynu2			
惵	dieY			
惷	FDu8			
惼	Ybi2			
惽	Yfi8H			
愅	YBe			
愑	Ylyu3			
愒	Yhe			
愗	FmiY			
愗	FrmiY	旧拼写	-	-
愘	Ycef			
愙	Fcef			
愙	ceF	旧拼写	-	-
愛	4YF			-
愛	4YFH	旧拼写	-	-
愢	suYY	sāi		
愢	Ynua	sī		
愬	Fsuo			
愮	yLY			
愰	fiTY			
愲	YgiA			
愽	bioY			
慀	Y5i6			
慉	YBo			
慏	m8Y			
慒	YDL			
慓	YpiL			
