巴	ba
蠟	liak
腊	liae
臘	liae
擸	lia8
儠	liaV
吝	lio
恡	Ylio
悋	Ylio
郄	1lio
镙	lioN
鏍	lioN
骡	liog
騾	liog
螺	liok
裸	liou
漯	lioE
捰	lio8H
摞	lio8
倮	lioV
列	lie
峛	wlie
峢	wlieH
烈	xlie
䴕	nlie
鴷	nlie
劽	llie
趔	Dlie
裂	ulie
咧	olie
洌	ElieH
冽	Elie
姴	Alie
挒	8lie
例	Vlie
𡿪	Hlie
拶	8Hlie
桚	8Hlie
巤	lieH
鬣	liej
躐	lieD
𫚭	lieB
鱲	lieB
猎	liev
獵	liev
儠	lieV
虑	liA
慮	liA
滤	EliA
濾	EliA
摅	8liA
攄	8liA
赂	liAx
賂	liAx
略	liA4
撂	liA8
赖	liY
賴	liY
癞	tliY
癩	tliY
獭	vliY
獺	vliY
櫴	cliY
濑	EliY
瀨	EliY
懒	YliY
懶	YliY
籁	2liY
籟	2liY
攋	8liY
歹	liYH
𨑰	liYz
死	liYt
了	liL
𠙶	mliL
辽	zliL
钌	NliL
釕	NliL
疗	tliL
尞	liLH
暸	liLb
屪	liLp
嶛	liLw
嶚	liLwH
燎	liLx
镣	liLN
鐐	liLN
獠	liLv
寮	liLf
缭	liLa
繚	liLa
嘹	liLo
潦	liLE
嫽	liLA
憭	liLY
瞭	liLT
撩	liL8
僚	liLV
療	liLt
遼	liLz
蹽	liLD
橑	liLc
鹩	liLn
鷯	liLn
簝	liL2
留	li6
飗	bli6
嵧	wli6
熘	xli6
鹠	nli6
鶹	nli6
遛	zli6
蹓	Dli6
镏	Nli6
鎦	Nli6
塯	dli6
瘤	tli6
骝	gli6
騮	gli6
罶	4li6
廇	5li6
榴	cli6
溜	Eli6
媹	Ali6
馏	Lli6
餾	Lli6
籀	2li6
瑠	3li6
㐬	li6H
巯	li6i
巰	li6i
硫	li6s
锍	li6N
鋶	li6N
旒	li6f
旈	li6f
流	li6E
醯	li644
橀	li64c
蓅	li6Ey
鎏	li6EN
瑬	li6E3
琉	li63
连	li2
連	li2
裢	uli2
褳	uli2
莲	yli2
蓮	yli2
链	Nli2
鏈	Nli2
鲢	Bli2
鰱	Bli2
梿	cli2
槤	cli2
嗹	oli2
涟	Eli2
漣	Eli2
琏	3li2
璉	3li2
僆	Vli2
奁	li2m
奩	li2m
匳	li2m
殓	li2t
殮	li2t
蔹	li2y
蘞	li2y
敛	li2r
斂	li2r
脸	li2e
臉	li2e
潋	li2'rE
瀲	li2'rE
良	liT
量	bliT
悢	YliT
莨	yliT
踉	DliT
粮	hliT
糧	hliT
俍	VliT
晾	liTb
辌	liTq
椋	liTc
凉	liTE
涼	liTEH
掠	liT8
𫟅	liTa
綡	liTa
倞	liTV
谅	liTi
諒	liTi
令	li8
昤	bli8
皊	bli8H
囹	mli8
岭	wli8
岺	wli8H
嶺	wli8
龄	jli8
齡	jli8
舲	qli8
炩	xli8
苓	yli8
翎	nli8
鸰	nli8H
鴒	nli8H
彾	zli8
跉	Dli8
砱	sli8
领	rli8
領	rli8
铃	Nli8
鈴	Nli8
坽	dli8
羚	gli8
蛉	kli8
秢	hli8
𦊓	4li8
瓴	7li8
魿	Bli8
柃	cli8
紷	ali8
朎	eli8
命	oli8
呤	oli8H
冷	Eli8
澪	E6li8
泠	Eli8H
姈	Ali8
怜	Yli8
𩟃	Lli8
零	6li8
〇	6li8
笭	2li8
聆	Tli8
拎	8li8
玲	3li8
伶	Vli8
邻	1li8
詅	ili8
林	li8H
彬	li8a
𬘭	li8aH
晽	li8b
焚	li8x
菻	li8y
榃	li84
森	li8c
冧	li8f
啉	li8o
淋	li8E
婪	li8A
漤	li8AE
霖	li86
琳	li83
箖	li82
郴	li81
隆	li3
蕯	yli3
窿	fli3
漋	Eli3
癃	tli3
囷	li3H
䐃	li3e
菌	li3y
畾	liV
磊	sliV
垒	dliV
壘	dliV
瘰	tliV
罍	7liV
櫐	cliV
累	aliV
纍	aliV
缧	aaliV
縲	aaliV
嫘	AliV
攂	8liV
藟	yliV
儡	VliV
傫	ValiV
耒	liVH
洡	liVE
诔	liVi
誄	liVi
䣂	liV1
大	da
轪	qda
軑	qda
夺	rda
奪	rda
驮	gda
馱	gda
杕	cda
汏	Eda
耷	Tda
荅	daH
鞳	dax
剳	dal
劄	dal
瘩	dat
褡	dau
嗒	dao
答	da2
撘	da8
搭	da8
多	do
茤	ydo
蛥	kdo
夥	hdo
袳	udo
哆	odo
眵	Tdo
侈	Vdo
柮	doc
咄	doo
诎	doi
詘	doi
的	de
旳	de
菂	yde
地	dde
得	zde
啲	ode
峌	dew
耋	det
耊	det
垤	ded
咥	deo
恎	deY
帝	dE
蒂	ydE
遆	zdE
碲	sdE
禘	udE
褅	udEH
缔	adE
締	adE
媂	AdE
𤧛	3dE
偙	VdE
谛	idE
諦	idE
崼	dEw
堤	dEd
提	dE8
度	dA
镀	NdA
鍍	NdA
剫	ldA
踱	DdA
橐	cdA
蠹	kdA
庹	rdA
渡	EdA
妒	AdA
妬	AdA
拓	8dA
黩	dAb
黷	dAb
牍	dAp
牘	dAp
匵	dAm
赎	dAx
贖	dAx
鑟	dAN
犊	dAg
犢	dAg
椟	dAc
櫝	dAc
窦	dAf
竇	dAf
续	dAa
續	dAa
渎	dAE
瀆	dAE
嬻	dAA
读	dAi
讀	dAi
𮙋	dAii
讟	dAii
代	dY
黛	bdY
帒	pdY
岱	wdY
贷	xdY
貸	xdY
垈	ddY
牮	gdY
蚮	kdY
柋	cdY
袋	udY
玳	3dY
迨	dYz
殆	dYt
怠	dYF
枲	dYc
绐	dYa
紿	dYa
眙	dYT
刀	dL
旫	bdL
舠	qdL
芀	ydL
辺	zdL
钊	NdL
釗	NdL
虭	kdL
朷	cdL
鱽	BdL
魛	BdL
初	udL
叨	odL
忉	YdL
氘	6dL
首	dLH
艏	dLq
道	dLz
馗	dLh
檤	dLc
导	dLr
導	dLr
噵	dLo
斗	d6
鬥	d6
閗	md6
鬦	md6
鬪	md6
鬭	md6
鬬	md6
闘	md6
钭	Nd6
鈄	Nd6
蚪	kd6
料	hd6
斝	7d6
枓	cd6
唞	od6
抖	8d6
阧	1d6
兜	d6H
蔸	d6y
橷	d6c
篼	d62
旦	d2
疸	td2
狚	vd2
呾	od2
胆	ed2
担	8d2
但	Vd2
单	d2H
單	d2H
匰	d2m
𬊤	d2x
燀	d2x
弹	d2l
彈	d2l
戰	d2lH
𫮃	d2d
墠	d2d
殚	d2t
殫	d2t
瘅	d2tH
癉	d2tH
䃅	d2s
磾	d2s
觯	d27
觶	d27
亸	d27H
嚲	d27H
惮	d2Y
憚	d2Y
箪	d22
簞	d22
掸	d28
撣	d28
𫢸	d2V
僤	d2V
郸	d21
鄲	d21
当	dT
當	dT
铛	NdT
鐺	NdT
垱	ddT
壋	ddT
档	cdT
檔	cdT
裆	udT
襠	udT
噹	odT
筜	2dT
簹	2dT
挡	8dT
擋	8dT
珰	3dT
璫	3dT
儅	VdT
党	dTH
黨	dTH
镋	dTN
钂	dTN
𣗋	dTc
欓	dTc
傥	dTV
儻	dTV
谠	dTi
讜	dTi
登	d8
嶝	wd8
艠	qd8
燈	xd8
凳	nd8
櫈	cnd8
邆	zd8
蹬	Dd8
磴	sd8
镫	Nd8
鐙	Nd8
墱	dd8
橙	cd8
竳	fd8
噔	od8
膯	ed8
澄	Ed8
嬁	Ad8
憕	Yd8
簦	2d8
瞪	Td8
覴	Td8H
璒	3d8
僜	Vd8
邓	1d8
鄧	1d8
隥	1d8H
證	id8
鼎	d8H
濎	d8E
鼑	d8l
东	d3
東	d3
岽	wd3
崬	wd3
鸫	nd3
鶇	nd3
埬	dd3
𬟽	kd3
蝀	kd3
栋	cd3
棟	cd3
胨	ed3
腖	ed3
冻	Ed3
凍	Ed3
娻	Ad3
氭	6d3
倲	Vd3
陈	1d3
陳	1d3
峒	d3w
峝	d3w
硐	d3s
戙	d3l
垌	d3d
胴	d3e
洞	d3E
姛	d3A
恫	d3Y
挏	d38
侗	d3V
弟	dV
递	zdV
䏲	edV
娣	AdV
第	2dV
睇	TdV
俤	VdV
对	dVH
對	dVH
対	dVd
怼	dVF
懟	dVF
薱	dVy
翟	d1
趯	Dd1
戳	ld1
櫂	cd1
嚁	od1
濯	Ed1
嬥	Ad1
擢	8d1
祝	d1u
咒	d1o
呪	d1o
狄	d1s
荻	yd1s
逖	zd1s
悐	Fd1s
唙	od1s
达	dia
達	dia
闼	mdia
闥	mdia
鞑	xdia
韃	xdia
荙	ydia
薘	ydia
跶	Ddia
躂	Ddia
鿎	sdia
䃮	sdia
𫟼	Ndia
鐽	Ndia
垯	ddia
墶	ddia
哒	odia
噠	odia
㳠	Edia
澾	Edia
挞	8dia
撻	8dia
靼	diax
炟	diaxH
呾	diao
妲	diaA
怛	diaY
笪	dia2
朵	dio
垛	ddio
躲	Ddio
跺	DdioH
剁	ldio
哚	odio
叕	dioH
掇	dio8
裰	diou
㙍	diod
剟	diol
爹	die
嗲	odie
枼	dieH
牒	diep
幉	diepH
叶	diey
葉	diey
䈎	die2
蹀	dieD
碟	dies
堞	died
蝶	diek
鲽	dieB
鰈	dieB
楪	diec
喋	dieo
渫	dieE
惵	dieY
揲	die8
谍	diei
諜	diei
毋	diA
纛	adiA
毐	ddiA
碡	sdiA
毒	fdiA
蝳	kdiA
芏	diAy
杜	diAc
𬭊	diAN
𨧀	diAN
荰	diAy
肚	diAe
带	diY
帶	diY
𫶇	wdiY
嵽	wdiY
蔕	ydiY
蹛	DdiY
䗖	kdiY
螮	kdiY
墆	ddiY
廗	5diY
滞	EdiY
滯	EdiY
彘	vdiY
僀	VdiY
隶	diYH
曃	diYb
逮	diYz
埭	diYd
棣	diYc
隸	diYu
叇	diY6
刁	diL
刟	ldiL
貂	vdiL
叼	odiL
汈	EdiL
鵰	diLn
雕	diLn
碉	diLs
蜩	diLk
鲷	diLB
鯛	diLB
椆	diLc
奝	diLf
彫	diLa
凋	diLE
簓	diL2
琱	diL3
调	diLi
調	diLi
豆	di6
毭	jdi6
荳	ydi6
逗	zdi6
鋀	Ndi6
頭	rdi6
剅	ldi6
痘	tdi6
短	7di6
梪	cdi6
脰	edi6
浢	Edi6
饾	Ldi6
侸	Vdi6
郖	1di6
竖	fdi6
竪	fdi6
豎	fdi6
㷂	xfdi6
㒘	Vfdi6
丢	di6H
铥	di6N
銩	di6N
厾	di6l
颠	di2
顛	di2
巅	wdi2
巔	wdi2
癫	tdi2
癲	tdi2
滇	Edi2
昳	di2b
迭	di2z
跌	di2D
柣	di2c
泆	di2E
怢	di2Y
瓞	di22
氐	diT
岻	wdiT
骶	jdiT
茋	ydiT
砥	sdiT
弤	ldiT
坻	ddiT
底	5diT
疷	tdiT
柢	cdiT
奃	fdiT
祗	udiT
袛	udiTH
呧	odiT
抵	8diT
低	VdiT
邸	1diT
诋	idiT
詆	idiT
鸱	ndiT
鴟	ndiT
胝	ediT
泜	EdiT
羝	gdiT
宕	diTH
菪	diTy
趤	diTD
丁	di8
帄	pdi8
灯	xdi8
艼	ydi8
矴	sdi8
顶	rdi8
頂	rdi8
钉	Ndi8
釘	Ndi8
圢	ddi8
疔	tdi8
虰	kdi8
酊	4di8
叮	odi8
奵	Adi8
忊	Ydi8
盯	Tdi8
耵	Tdi8H
打	8di8
玎	3di8
仃	Vdi8
订	idi8
訂	idi8
定	di8H
𤊟	di8x
萣	di8y
碇	di8s
锭	di8N
錠	di8N
靛	di8h
椗	di8c
绽	di8a
綻	di8a
啶	di8o
腚	di8e
淀	di8E
聢	di8T
掟	di88
琔	di83
諚	di8i
冬	di3
昸	bdi3
图	mdi3
峂	wdi3
炵	xdi3
苳	ydi3
疼	tdi3
螽	kdi3
鼕	7di3
庝	5di3
鮗	Bdi3
柊	cdi3
终	adi3
終	adi3
咚	odi3
氡	6di3
笗	2di3
佟	Vdi3
夂	Hdi3
董	di3y
嬞	di3A
懂	di3Y
店	diV
踮	DdiV
惦	YdiV
掂	8diV
丶	diVH
点	diVb
奌	diVb
點	diVb
扂	diVp
跕	diVD
坫	diVd
痁	diVt
黇	diVh
敁	diV7
嚸	diVo
玷	diV3
沓	ta
崉	wta
踏	Dta
涾	Eta
𦐇	taH
阘	tam
毾	taj
遢	taz
蹋	taD
塌	tad
鳎	taB
鰨	taB
榻	tac
褟	tau
溻	taE
傝	taV
斥	to
坼	dto
柝	cto
泝	Eto
拆	8to
诉	ito
訴	ito
㐌	toH
迤	toz
胣	toe
沲	toE
拖	to8
丹	te
坍	dte
栴	cte
旃	fte
彤	ate
浵	Ete
昙	teH
曇	teH
坛	ted
壜	ted
罎	te7
弟	tE
锑	NtE
銻	NtE
剃	ltE
鹈	ntE
鵜	ntE
梯	ctE
绨	atE
綈	atE
涕	EtE
悌	YtE
惕	tEY
踢	tED
剔	tEl
惖	tEF
土	tA
圡	tA
吐	otA
汢	EtA
灶	xtA
钍	NtA
釷	NtA
牡	gtA
社	utA
峹	tAw
嵞	tAww
荼	tAy
途	tAz
唋	tAo
涂	tAE
塗	tAEd
𬳿	tAg
駼	tAg
稌	tAh
酴	tAe
梌	tAc
台	tY
臺	tY
颱	btY
囼	mtY
炲	xtYH
炱	xtY
苔	ytY
薹	ytYH
跆	DtY
骀	gtY
駘	gtY
鲐	BtY
鮐	BtY
𫖭	rtY
𩒎	rtY
坮	dtY
枱	ctY
檯	ctYH
咍	otY
胎	etY
治	EtY
始	AtY
笞	2tY
籉	2tYH
抬	8tY
擡	8tY
珆	3tY
孡	VtY
儓	VtYH
邰	1tY
泰	tYH
冭	tYH
傣	tYV
㥭	tYY
溙	tYE
舀	tL
幍	ptL
韬	xtL
韜	xtL
蓞	ytL
蹈	DtL
稻	htL
塪	dtL
槄	ctL
滔	EtL
嫍	AtL
慆	YtL
搯	8tL
瑫	3tL
套	ftL
弢	ltL
詜	itL
匋	tLH
萄	tLy
绹	tLa
綯	tLa
啕	tLo
淘	tLE
掏	tL8
陶	tL1
𫘦	tLg
騊	tLg
头	t6
实	ft6
夃	t6H
骰	t6j
投	t68
股	t6e
羖	t6g
难	t2
難	t2
瘫	tt2
癱	tt2
滩	Et2
灘	Et2
傩	Vt2
儺	Vt2
摊	8t2
攤	8t2
毯	t2j
锬	t2N
埮	t2d
痰	t2t
倓	t2V
掞	t28
郯	t21
谈	t2i
談	t2i
堂	tT
坣	tT
蹚	DtT
镗	NtT
鏜	NtT
螳	ktT
糛	htT
棠	ctT
樘	ctTH
嘡	otT
膛	etT
漟	EtT
憆	YtT
瞠	TtT
䣘	1tT
趟	tTD
躺	tTDH
劏	tTl
淌	tTE
惝	tTY
倘	tTV
亭	t8
嵉	wt8
葶	yt8
渟	Et8
婷	At8
停	Vt8
諪	it8
朕	t8H
幐	t8p
藤	t8y
塍	t8d
胜	t8l
勝	t8l
腾	t8g
騰	t8g
驣	t8g
螣	t8k
䲢	t8B
縢	t8a
滕	t8E
漛	t8EE
媵	t8A
籐	t82
儯	t8V
誊	t8i
謄	t8i
同	t3
峒	wt3
峝	wt3
烔	xt3
茼	yt3
铜	Nt3
銅	Nt3
垌	dt3
酮	4t3
鲖	Bt3
桐	ct3
哃	ot3
筒	2t3
侗	Vt3
𫍣	it3
詷	it3
熥	t3x
通	t3z
痛	t3t
桶	t3c
嗵	t3o
捅	t38
彖	tV
猭	vtV
椽	ctV
橼	catV
櫞	catV
缘	atV
緣	atV
喙	otV
篆	2tV
掾	8tV
瑑	3tV
禒	utV
夗	tVH
苑	tVy
鸳	tVn
鴛	tVn
怨	tVF
宛	tVf
眢	tVT
自	t1
垍	dt1
洎	Et1
仄	t1H
昃	t1b
厶	t1s
私	ht1s
替	tia
僣	Vtia
𲎿	tiax
铊	tiaN
鉈	tiaN
牠	tiag
它	tiaf
祂	tiau
咜	tiao
她	tiaA
他	tiaV
妥	tio
荽	ytio
绥	atio
綏	atio
脮	etio
馁	Ltio
餒	Ltio
俀	Vtio
岮	tiow
鸵	tion
鴕	tion
跎	tioD
砣	tios
铊	tioN
鉈	tioN
坨	tiod
驼	tiog
駝	tiog
𬶍	tioB
鮀	tioB
柁	tioc
咜	tioo
沱	tioE
拕	tio8
佗	tioV
陀	tio1
田	tie
畠	btie
屇	ptie
畑	xtie
鿬	stie
畋	rtie
钿	Ntie
鈿	Ntie
沺	Etie
佃	Vtie
贴	tiex
貼	tiex
萜	tiey
帖	tiep
跕	tieD
呫	tieo
怗	tieY
兔	tiA
冤	ftiA
菟	ytiA
逸	ztiA
堍	dtiA
突	tiAH
葖	tiAy
凸	tiAd
堗	tiAdH
湥	tiAE
太	tiY
钛	NtiY
鈦	NtiY
酞	4tiY
态	FtiY
態	FtiY
𲸰	atiY
呔	otiY
肽	etiY
奤	etiYH
汰	EtiY
忲	YtiY
矞	tiYH
遹	tiYz
燏	tiYx
鹬	tiYn
鷸	tiYn
𫔎	tiYN
鐍	tiYN
橘	tiYc
噊	tiYo
潏	tiYE
谲	tiYi
譎	tiYi
条	tiL
條	tiL
鲦	BtiL
鰷	BtiL
樤	ctiL
窱	ftiL
绦	atiL
縧	atiL
涤	EtiL
滌	EtiL
篠	2tiL
晀	tiLb
跳	tiLD
𫖯	tiLr
頫	tiLr
庣	tiL5
窕	tiLf
宨	tiLfH
祧	tiLu
絩	tiLa
恌	tiLY
朓	tiLe
眺	tiLT
聎	tiLH
挑	tiL8
佻	tiLV
秃	ti6
鵚	nti6
颓	rti6
頽	rti6
痜	tti6
鞮	ti6x
徥	ti6z
踶	ti6D
题	ti6r
題	ti6r
𫘨	ti6g
騠	ti6g
醍	ti64
褆	ti6u
缇	ti6a
緹	ti6a
媞	ti6A
提	ti68
瑅	ti63
偍	ti6V
天	ti2
忝	Fti2
䶮	vti2
龑	vti2
祆	uti2
吞	oti2
添	Eti2
婖	Ati2
舔	Lti2
掭	8ti2
铦	ti2N
甜	ti2L
餂	ti2L
甛	ti2L
栝	ti2c
湉	ti2E
恬	ti2Y
唐	tiT
嵣	wtiT
煻	xtiT
蓎	ytiT
塘	dtiT
螗	ktiT
糖	htiT
醣	4tiT
榶	ctiT
溏	EtiT
餹	LtiT
篖	2tiT
搪	8tiT
瑭	3tiT
傏	VtiT
鄌	1tiT
汤	tiTH
湯	tiTH
烫	tiTx
燙	tiTx
荡	tiTy
蕩	tiTy
砀	tiTs
碭	tiTs
铴	tiTN
鐋	tiTN
啺	tiTo
饧	tiTL
餳	tiTL
摥	tiT8
𬍡	tiT3
璗	tiT3
偒	tiTV
廷	ti8
烶	xti8
艇	qti8
莛	yti8
颋	rti8
頲	rti8
铤	Nti8
鋌	Nti8
蜓	kti8
䗴	k2ti8
庭	5ti8
梃	cti8
𬘩	ati8
綎	ati8
娗	Ati8
霆	6ti8
筳	2ti8
挺	8ti8
珽	3ti8
侹	Vti8
町	ti84
甼	ti84
厅	ti85
廰	ti85
廳	ti85
听	ti8o
汀	ti8E
聴	ti8o
聽	ti8o
耿	ti8x
圣	ti8T
聖	ti8T
蛏	ti8k
蟶	ti8k
柽	ti8c
檉	ti8c
童	ti3
曈	bti3
𦒍	nti3
勭	lti3
獞	vti3
橦	cti3
潼	Eti3
瞳	Tti3
僮	Vti3
寅	ti3H
𬙂	ti3a
戭	ti3l
夤	ti3b
演	ti3E
袁	tiV
園	mtiV
辕	qtiV
轅	qtiV
薳	ytiV
遠	ztiV
猿	vtiV
媴	AtiV
垸	tiVd
院	tiV1
固	ga
崓	wgaH
崮	wga
锢	Nga
錮	Nga
堌	dga
痼	tga
稒	hga
鲴	Bga
鯝	Bga
棝	cga
祻	uga
嗰	oga
涸	Ega
凅	Ega
个	Vga
個	Vga
旮	Hga
鼓	gaH
臌	gae
瞽	gaT
国	go
國	go
囯	go
囻	go
帼	pgo
幗	pgo
蝈	kgo
蟈	kgo
啯	ogo
嘓	ogo
腘	ego
膕	ego
𬇹	Ego
漍	Ego
慖	Ygo
掴	8go
摑	8go
囗	Hgo
呙	goH
咼	goH
过	goz
過	goz
锅	goN
鍋	goN
埚	god
堝	god
楇	goc
祸	gou
禍	gou
脶	goe
腡	goe
濄	goE
哥	ge
滒	Ege
謌	ige
歌	rge
鿔	Nge
鎶	Nge
戨	lgeH
彁	lge
矻	ges
龁	gej
齕	gej
虼	gek
屹	gew
圪	ged
疙	get
犵	gev
杚	gec
纥	gea
紇	gea
扢	ge8
仡	geV
关	gE
關	gE
联	TgE
聯	TgE
卵	HgE
粲	gEH
燦	gEx
薒	gEy
澯	gEE
餐	gEL
爘	gELx
璨	gE3
儏	gEV
古	gA
嘏	bgA
岵	wgA
轱	qgA
軲	qgA
菇	ygA
鸪	ngA
鴣	ngA
故	rgA
牯	ggA
蛄	kgA
辜	hgA
酤	4gA
罟	4gAH
钴	NgA
鈷	NgA
怘	FgA
橭	cgA
𦙶	egA
咕	ogA
沽	EgA
姑	AgA
估	VgA
诂	igA
詁	igA
𣪊	gAH
毂	gAq
轂	gAq
壳	gAn
殻	gAn
慤	gAF
彀	gAl
谷	gAh
穀	gAh
悫	gAF
觳	gA7
榖	gAc
縠	gAa
嗀	gAo
濲	gAE
瀔	gAE
既	gY
暨	bgY
厩	5gY
概	cgY
槩	cgYH
𬶨	BgY
鱀	BgY
嘅	ogY
溉	EgY
慨	YgY
摡	8gY
晐	gYb
峐	gYw
赅	gYx
賅	gYx
荄	gYy
垓	gYd
畡	gY4
絯	gYa
姟	gYA
陔	gY1
侅	gYV
该	gYi
該	gYi
高	gL
熇	xgL
暠	bgL
嵩	wgL
藁	ygL
敲	rgL
镐	NgL
鎬	NgL
犒	ggL
稿	hgL
槁	cgL
槀	cgLH
禞	ugL
缟	agL
縞	agL
膏	egL
篙	2gL
搞	8gL
羔	gLH
羙	gLH
禚	gLu
杲	gLb
羹	gLx
糕	gLh
榚	gLc
溔	gLE
勾	g6
购	xg6
芶	yg6
钩	Ng6
鈎	Ng6
构	cg6
沟	Eg6
抅	8g6
冓	g6H
煹	g6x
購	g6xH
鞲	Hg6x
耩	g6h
遘	g6z
構	g6c
斠	g67
溝	g6E
媾	g6A
篝	g62
簼	g682
觏	g6T
覯	g6T
搆	g68
傋	g6V
講	g6i
甘	g2
苷	yg2
钳	Ng2
鉗	Ng2
坩	dg2
疳	tg2
箝	2g2
嵌	wg2
甙	7g2
柑	cg2
绀	ag2
紺	ag2
咁	og2
泔	Eg2
玵	3g2
佄	Vg2
赣	g2H
贛	g2H
戆	g2F
戇	g2F
灨	g2E
冈	gT
岡	gT
岗	wgT
崗	wgT
焵	xgT
钢	NgT
鋼	NgT
刚	lgT
剛	lgT
堈	dgT
犅	ggT
㭎	cgT
棡	cgT
纲	agT
綱	agT
掆	8gT
罡	HgT
堽	dHgT
矼	gTs
釭	gTN
疘	gTt
缸	gT7
杠	gTc
肛	gTe
冮	gTE
扛	gT8
艮	g8
茛	yg8
跟	Dg8
根	cg8
哏	og8
庚	g8H
赓	g8x
賡	g8x
焿	g8xH
菮	g8y
鹒	g8n
鶊	g8n
椩	g8c
掶	g88
工	g3
舡	qg3
贡	xg3
貢	xg3
攻	rg3
功	lg3
红	ag3
紅	ag3
唝	og3
嗊	og3
汞	Eg3
𬕂	2g3
玒	3g3
弓	g3H
芎	g3y
躬	g3D
宫	g3f
戈	gV
划	lgV
找	8gV
戛	gVH
嘎	gVo
嘠	gVo
玍	gVo
尜	gVV
尕	gV1
葛	g1
噶	og1
嶱	wg1
虒	g1H
磃	g1s
䴘	g1n
鷉	g1n
褫	g1u
篪	g12
搋	g18
傂	g1V
遞	g1z
贾	gia
賈	gia
槚	cgia
檟	cgia
价	Vgia
價	Vgia
雇	giaH
僱	giaV
寡	giaf
顾	giar
顧	giar
果	gio
菓	ygio
骒	ggio
騍	ggio
粿	hgio
猓	vgio
馃	Lgio
餜	Lgio
裹	ugio
祼	ugioH
惈	Ygio
郭	gioH
崞	giow
鞹	giox
墎	giod
廓	gio5
椁	gioc
槨	gioc
虢	giov
㶁	gio'vE
漷	gioE
霩	gio6
各	gie
阁	mgie
閣	mgie
閤	mgie
搁	8mgie
擱	8mgie
貉	vgie
骼	jgie
硌	sgie
铬	Ngie
鉻	Ngie
格	cgie
袼	ugie
胳	egie
咯	ogie
挌	8gie
佫	Vgie
合	gieH
匌	giel
閤	giem
鸽	gien
鴿	gien
蛤	giek
秴	gieh
给	giea
給	giea
搿	gie8
佮	gieV
骨	giA
蓇	ygiA
鹘	ngiA
鶻	ngiA
尳	tgiA
榾	cgiA
嗗	ogiA
愲	YgiA
馉	LgiA
傦	VgiA
菰	giAy
觚	giA7
柧	giAc
窊	giAf
呱	giAo
泒	giAE
孤	giAV
已	giY
改	rgiY
丐	giYH
钙	giYN
鈣	giYN
告	giL
㸆	xgiL
峼	wgiL
锆	NgiL
鋯	NgiL
勂	lgiL
靠	tgiL
鹄	ngiL
鵠	ngiL
梏	cgiL
窖	fgiL
祰	ugiL
滘	EgiL
筶	2giL
郜	1giL
诰	igiL
誥	igiL
皋	giLH
皞	giLb
韟	giLp
翱	giLn
鷎	giLnH
獔	giLv
槔	giLc
嗥	giLo
睾	giLe
滜	giLE
句	gi6
岣	wgi6
苟	ygi6
鉤	Ngi6
坸	dgi6
耇	tgi6
耈	tgi6
耉	tgi6
狗	vgi6
豿	vgi6
豞	vgi6H
𬶋	Bgi6
鮈	Bgi6
枸	cgi6
够	egi6
夠	egi6
呴	ogi6
笱	2gi6
齁	Tgi6
玽	3gi6
佝	Vgi6
茩	gi6y
垢	gi6d
姤	gi6A
诟	gi6i
詬	gi6i
干	gi2
旰	bgi2
赶	Dgi2
趕	Dgi2
矸	sgi2
攼	rgi2
虷	kgi2
秆	hgi2
酐	4gi2
杆	cgi2
肝	egi2
忓	Ygi2
竿	2gi2
扞	8gi2
玕	3gi2
仠	Vgi2
敢	gi2H
澉	gi2E
橄	gi2c
巷	giT
港	EgiT
送	giTz
鎹	giTN
餸	giTL
更	gi8
峺	wgi8
骾	jgi8
莄	ygi8
硬	sgi8
埂	dgi8
粳	hgi8
鲠	Bgi8
鯁	Bgi8
梗	cgi8
绠	agi8
綆	agi8
哽	ogi8
浭	Egi8
筻	2gi8
挭	8gi8
甦	Vgi8
郠	1gi8
亘	gi8H
亙	gi8H
暅	gi8b
刯	gi8l
絙	gi8a
絚	gi8a
緪	gi8aY
堩	gi8Yd
共	gi3
硔	sgi3
恭	Fgi3
塨	dFgi3
龚	vgi3
龔	vgi3
栱	cgi3
拱	8gi3
珙	3gi3
供	Vgi3
䢼	1gi3
廾	Hgi3
公	gi3H
蚣	gi3k
川	giV
氚	6giV
夼	fgiV
巛	EgiV
钏	NgiV
釧	NgiV
圳	dgiV
轨	giVq
軌	giVq
氿	giVE
匦	giVm
匭	giVm
尻	giVp
宄	giVf
簋	giV4
主	ka
宔	fka
嵀	wka
疰	tka
麈	vka
砫	ska
炷	xka
驻	gka
駐	gka
蛀	kka
柱	cka
紸	aka
注	Eka
拄	8ka
住	Vka
註	ika
卡	kaH
鉲	kaN
垰	kad
裃	kau
拤	ka8
咔	kao
胩	kae
佧	kaV
坚	ko
堅	ko
铿	Nko
鏗	Nko
悭	Yko
慳	Yko
鲣	Bko
鰹	Bko
紧	ako
緊	ako
肾	eko
腎	eko
婜	Ako
孯	Vko
䁂	Tko
掔	8ko
硻	sko
贤	xko
賢	xko
㹂	gko
蜸	kko
䵖	hko
鋻	NkoH
臤	Hko
灼	kox
圴	kod
酌	ko4
克	ke
勀	lkeH
剋	lke
尅	rke
娔	Ake
氪	6ke
兢	2ke
颏	ker
頦	ker
刻	kel
咳	keo
戏	kE
戲	kE
戯	kE
巇	wkE
泣	kEE
位	kEV
库	kA
庫	kA
裤	ukA
褲	ukA
圐	mkA
骷	kAj
苦	kAy
秙	kAh
狜	kAv
枯	kAc
楛	kAyc
开	kY
開	mkY
锎	NkY
